id;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;availability_365
675750071313259000;Centro;Entire home/apt;65,00 ;28;7;20/04/2025;172
692566187548840000;Cruz De Humilladero;Private room;57,00 ;1;7;07/09/2025;103
702542011864819000;Centro;Entire home/apt;114,00 ;1;7;28/04/2025;317
720110459587200000;Centro;Entire home/apt;113,00 ;1;6;02/06/2025;300
817383780968732000;Centro;Entire home/apt;77,00 ;5;6;31/07/2025;83
836913250844980000;Bailen-Miraflores;Entire home/apt;74,00 ;6;5;27/07/2025;336
852674984582209000;Carretera de Cadiz;Entire home/apt;91,00 ;1;6;20/06/2025;278
887470378648960000;Centro;Entire home/apt;68,00 ;6;5;26/06/2025;82
947585058795479000;Centro;Private room;69,00 ;3;5;15/07/2025;60
974541859923128000;Centro;Entire home/apt;98,00 ;2;5;25/07/2025;288
1035361350583850000;Centro;Entire home/apt;504,00 ;2;4;20/08/2025;204
1056497199538910000;Este;Entire home/apt;101,00 ;1;4;04/06/2025;25
1110663247432720000;Centro;Entire home/apt;130,00 ;1;1;02/05/2025;335
1153563607539400000;Centro;Entire home/apt;450,00 ;1;1;03/05/2025;363
1154211432769680000;Centro;Entire home/apt;336,00 ;1;3;04/07/2025;29
1160270557046470000;Este;Entire home/apt;200,00 ;5;3;27/07/2025;251
1180576324471970000;Centro;Entire home/apt;108,00 ;1;3;08/09/2025;334
1218687422567370000;Centro;Entire home/apt;51,00 ;14;1;05/05/2025;353
1267262742736120000;Este;Entire home/apt;85,00 ;1;2;26/03/2025;71
1284759397177230000;Centro;Entire home/apt;98,00 ;1;2;18/09/2025;297
1308683016501670000;Centro;Entire home/apt;114,00 ;1;1;07/05/2025;297
1369474346455640000;Este;Entire home/apt;401,00 ;1;1;03/05/2025;356
1388600790898530000;Centro;Entire home/apt;135,00 ;3;1;04/05/2025;317
1397828354397860000;Centro;Entire home/apt;232,00 ;2;1;04/05/2025;341
730157;Centro;Entire home/apt;71,00 ;2;24;22/08/2025;319
12259311;Centro;Entire home/apt;139,00 ;1;24;16/08/2025;90
13662266;Centro;Entire home/apt;160,00 ;1;23;07/01/2025;256
14208829;Cruz De Humilladero;Entire home/apt;903,00 ;1;23;01/09/2025;206
18286134;Centro;Entire home/apt;361,00 ;1;19;25/04/2025;266
19100725;Centro;Entire home/apt;55,00 ;1;20;07/09/2025;270
22512692;Este;Entire home/apt;88,00 ;1;18;27/09/2025;319
24445016;Puerto de la Torre;Entire home/apt;277,00 ;1;11;06/09/2025;318
25531761;Centro;Entire home/apt;90,00 ;1;18;11/09/2025;170
26358516;Centro;Entire home/apt;77,00 ;3;18;02/07/2025;31
31011196;Centro;Entire home/apt;128,00 ;1;17;10/08/2025;307
36107489;Cruz De Humilladero;Entire home/apt;93,00 ;1;16;21/08/2025;351
43997600;Centro;Entire home/apt;184,00 ;1;13;08/08/2025;211
44025969;Centro;Entire home/apt;98,00 ;1;13;28/09/2025;312
44673530;Este;Entire home/apt;137,00 ;1;12;12/09/2025;214
49309772;Centro;Entire home/apt;128,00 ;3;9;17/08/2025;345
49567617;Este;Entire home/apt;138,00 ;2;11;11/07/2025;323
51445960;Centro;Entire home/apt;92,00 ;1;10;28/08/2025;316
51446051;Centro;Entire home/apt;89,00 ;1;10;07/09/2025;307
52505135;Centro;Entire home/apt;141,00 ;1;10;08/08/2025;354
52997559;Centro;Entire home/apt;141,00 ;2;9;23/03/2025;334
53092716;Centro;Entire home/apt;196,00 ;1;8;22/08/2025;133
552570186078653000;Centro;Entire home/apt;136,00 ;1;9;31/03/2025;272
590025981526359000;Centro;Entire home/apt;153,00 ;1;1;09/05/2025;322
595301185897149000;Centro;Entire home/apt;206,00 ;1;2;16/08/2025;191
648609948769310000;Este;Entire home/apt;138,00 ;1;8;21/09/2025;2
675750533366826000;Centro;Entire home/apt;78,00 ;28;6;27/08/2025;203
715761432666856000;Centro;Entire home/apt;186,00 ;1;6;04/07/2025;29
868741372917509000;Ciudad Jardin;Private room;48,00 ;1;6;29/09/2025;72
878902759925408000;Centro;Entire home/apt;81,00 ;1;6;23/01/2025;77
935180456814416000;Centro;Entire home/apt;82,00 ;3;2;10/02/2025;352
1001797846447780000;Bailen-Miraflores;Entire home/apt;85,00 ;1;5;01/09/2025;322
1086106146192170000;Este;Entire home/apt;499,00 ;1;3;31/05/2025;92
1087398814632900000;Centro;Entire home/apt;91,00 ;1;1;08/05/2025;269
1134003752472610000;Centro;Entire home/apt;171,00 ;1;3;21/08/2025;340
1199033879002300000;Carretera de Cadiz;Entire home/apt;87,00 ;1;3;01/03/2025;13
1202153442637110000;Centro;Entire home/apt;76,00 ;1;3;15/08/2025;360
1233774080310190000;Cruz De Humilladero;Entire home/apt;63,00 ;2;1;11/05/2025;364
1290376002742250000;Centro;Entire home/apt;58,00 ;1;2;07/06/2025;327
1385520810990770000;Centro;Entire home/apt;108,00 ;2;1;10/05/2025;357
1394096006925410000;Centro;Entire home/apt;74,00 ;1;1;10/05/2025;337
2152380;Este;Entire home/apt;193,00 ;3;30;10/08/2025;357
13778094;Centro;Entire home/apt;151,00 ;5;25;28/08/2025;333
19561311;Teatinos-Universidad;Entire home/apt;164,00 ;5;22;24/08/2025;50
23886908;Centro;Entire home/apt;89,00 ;1;19;07/09/2025;347
25705009;Centro;Entire home/apt;110,00 ;1;2;18/04/2025;242
31622878;Carretera de Cadiz;Entire home/apt;92,00 ;2;17;20/08/2025;319
32040430;Este;Entire home/apt;86,00 ;4;4;19/07/2025;163
33300783;Centro;Entire home/apt;188,00 ;4;17;23/08/2025;39
36128398;Este;Entire home/apt;80,00 ;2;14;16/08/2025;58
36494590;Este;Entire home/apt;143,00 ;1;17;09/08/2025;138
36563812;Centro;Private room;278,00 ;1;14;22/08/2025;365
40050321;Centro;Entire home/apt;259,00 ;1;15;03/04/2025;331
44467965;Carretera de Cadiz;Entire home/apt;85,00 ;3;14;23/09/2025;135
50429980;Este;Entire home/apt;336,00 ;1;11;07/06/2025;363
51210248;Centro;Entire home/apt;169,00 ;1;11;08/09/2025;360
51296672;Centro;Entire home/apt;114,00 ;1;11;02/09/2025;303
51418391;Centro;Entire home/apt;162,00 ;2;11;06/08/2025;94
52463807;Centro;Private room;46,00 ;1;9;13/09/2025;346
608474015088548000;Centro;Entire home/apt;130,00 ;1;8;17/08/2025;351
640258558002629000;Este;Entire home/apt;333,00 ;1;6;09/06/2025;306
662997989739854000;Centro;Entire home/apt;103,00 ;1;8;30/05/2025;273
663620072184596000;Este;Entire home/apt;68,00 ;1;3;22/02/2025;84
700370238489422000;Carretera de Cadiz;Private room;55,00 ;2;6;30/08/2025;54
811011400457840000;Cruz De Humilladero;Private room;52,00 ;1;7;23/03/2025;245
901140995390270000;Este;Entire home/apt;90,00 ;7;6;23/08/2025;116
992005703031801000;Carretera de Cadiz;Entire home/apt;135,00 ;2;5;15/08/2025;72
1087779196474420000;Centro;Entire home/apt;63,00 ;1;4;19/05/2025;352
1089785221595150000;Carretera de Cadiz;Entire home/apt;68,00 ;1;4;30/07/2025;295
1090470293310200000;Carretera de Cadiz;Entire home/apt;82,00 ;2;4;29/09/2025;97
1120490898572410000;Centro;Entire home/apt;208,00 ;2;3;23/08/2025;320
1144983584184790000;Palma-Palmilla;Entire home/apt;293,00 ;1;3;03/01/2025;346
1147663996093960000;Cruz De Humilladero;Entire home/apt;57,00 ;1;1;15/05/2025;333
1152736447265650000;Centro;Entire home/apt;150,00 ;1;1;19/05/2025;164
1153614157196780000;Centro;Entire home/apt;75,00 ;3;3;24/08/2025;349
1199033138834200000;Carretera de Cadiz;Entire home/apt;82,00 ;1;3;01/01/2025;2
1217380465672120000;Bailen-Miraflores;Entire home/apt;95,00 ;1;3;09/03/2025;74
1218646690037850000;Centro;Entire home/apt;35,00 ;14;1;18/05/2025;262
1271100541313390000;Centro;Entire home/apt;169,00 ;4;2;15/02/2025;110
1273033856060030000;Centro;Private room;30,00 ;14;2;14/07/2025;181
1275076860767620000;Centro;Entire home/apt;72,00 ;1;2;11/09/2025;211
1288347697109020000;Centro;Private room;91,00 ;2;2;03/01/2025;342
1410155069482320000;Este;Entire home/apt;135,00 ;1;1;15/05/2025;333
18286130;Centro;Entire home/apt;229,00 ;1;21;18/06/2025;246
20645394;Centro;Entire home/apt;254,00 ;1;23;01/09/2025;92
24006241;Carretera de Cadiz;Entire home/apt;87,00 ;2;19;08/08/2025;343
32481313;Centro;Entire home/apt;99,00 ;1;9;23/02/2025;271
37435269;Teatinos-Universidad;Entire home/apt;63,00 ;10;17;06/09/2025;91
38172311;Carretera de Cadiz;Entire home/apt;255,00 ;2;17;17/08/2025;93
41361385;Cruz De Humilladero;Entire home/apt;87,00 ;1;16;18/08/2025;365
43873590;Carretera de Cadiz;Entire home/apt;159,00 ;2;9;17/08/2025;59
43997594;Centro;Entire home/apt;167,00 ;1;14;11/09/2025;190
44688632;Centro;Entire home/apt;116,00 ;2;12;14/08/2025;257
45286101;Este;Entire home/apt;197,00 ;1;12;25/06/2025;176
48862196;Este;Entire home/apt;71,00 ;1;12;29/08/2025;70
51810577;Este;Entire home/apt;93,00 ;1;9;05/09/2025;69
52505139;Centro;Entire home/apt;112,00 ;1;11;08/08/2025;357
53550666;Centro;Entire home/apt;172,00 ;1;10;24/02/2025;239
634574877012718000;Carretera de Cadiz;Entire home/apt;106,00 ;4;9;17/05/2025;322
785308038771455000;Centro;Entire home/apt;67,00 ;1;7;02/07/2025;361
859179470448062000;Centro;Entire home/apt;75,00 ;3;7;11/09/2025;333
906987500593176000;Centro;Entire home/apt;109,00 ;2;3;28/08/2025;324
912105482501497000;Carretera de Cadiz;Entire home/apt;225,00 ;7;6;27/08/2025;98
933356461766210000;Carretera de Cadiz;Entire home/apt;112,00 ;2;6;22/08/2025;359
953618909593632000;Churriana;Entire home/apt;92,00 ;1;6;08/08/2025;103
1009173436636360000;Centro;Entire home/apt;126,00 ;1;4;02/05/2025;88
1025804676125720000;Carretera de Cadiz;Shared room;65,00 ;1;3;01/09/2025;363
1025836108592560000;Carretera de Cadiz;Shared room;76,00 ;1;4;02/03/2025;365
1044918818742140000;Centro;Entire home/apt;108,00 ;2;5;15/08/2025;303
1062267680354600000;Centro;Entire home/apt;161,00 ;3;4;14/09/2025;354
1088278880907240000;Centro;Entire home/apt;84,00 ;1;4;05/08/2025;185
1110656899206700000;Este;Entire home/apt;117,00 ;2;4;06/01/2025;1
1119666283629860000;Centro;Entire home/apt;96,00 ;2;4;16/04/2025;112
1147151730950990000;Este;Entire home/apt;111,00 ;1;1;24/05/2025;27
1187814127872040000;Este;Entire home/apt;87,00 ;5;3;23/06/2025;207
1190402005432650000;Centro;Private room;49,00 ;1;3;08/08/2025;304
1204904746064640000;Centro;Entire home/apt;104,00 ;3;3;11/02/2025;331
1249071789479070000;Centro;Entire home/apt;121,00 ;1;2;20/06/2025;260
1265264616106120000;Centro;Private room;70,00 ;2;2;08/03/2025;165
1365984494605520000;Centro;Entire home/apt;120,00 ;3;1;25/05/2025;325
1411421244851060000;Churriana;Entire home/apt;119,00 ;1;1;23/05/2025;6
6338576;Centro;Entire home/apt;122,00 ;1;27;27/06/2025;338
7515329;Este;Entire home/apt;103,00 ;1;29;15/08/2025;177
12746217;Este;Entire home/apt;272,00 ;1;27;08/06/2025;326
18942507;Centro;Entire home/apt;111,00 ;1;24;19/07/2025;135
19100718;Centro;Entire home/apt;58,00 ;1;24;18/09/2025;259
19100719;Centro;Entire home/apt;57,00 ;1;22;17/09/2025;268
28226148;Centro;Entire home/apt;75,00 ;2;21;22/08/2025;344
33658546;Carretera de Cadiz;Entire home/apt;103,00 ;2;18;03/08/2025;126
34839485;Puerto de la Torre;Private room;113,00 ;2;18;25/07/2025;88
36193562;Centro;Entire home/apt;154,00 ;1;18;17/08/2025;348
42248999;Cruz De Humilladero;Entire home/apt;78,00 ;2;15;18/04/2025;309
43997629;Carretera de Cadiz;Entire home/apt;130,00 ;1;13;22/08/2025;329
50983514;Bailen-Miraflores;Entire home/apt;85,00 ;2;1;31/05/2025;220
675750408693190000;Centro;Entire home/apt;81,00 ;28;8;27/06/2025;179
678975101552826000;Centro;Private room;67,00 ;1;9;28/08/2025;308
898327880487207000;Centro;Entire home/apt;155,00 ;2;3;02/06/2025;67
911482395423475000;Cruz De Humilladero;Entire home/apt;130,00 ;3;6;16/06/2025;256
984715215597772000;Carretera de Cadiz;Entire home/apt;114,00 ;1;4;09/02/2025;355
1151483405717060000;Bailen-Miraflores;Private room;25,00 ;28;1;31/05/2025;272
1161528091416020000;Centro;Private room;51,00 ;1;3;18/04/2025;268
1375180831428280000;Centro;Entire home/apt;82,00 ;1;1;27/05/2025;345
1419435912983550000;Centro;Entire home/apt;67,00 ;1;1;28/05/2025;365
14016897;Centro;Entire home/apt;157,00 ;2;28;21/09/2025;118
24386934;Centro;Entire home/apt;251,00 ;1;23;11/08/2025;147
25706436;Centro;Entire home/apt;94,00 ;1;5;23/06/2025;322
32933601;Centro;Entire home/apt;80,00 ;2;20;20/08/2025;194
33688418;Centro;Entire home/apt;143,00 ;4;19;07/08/2025;208
34662059;Centro;Entire home/apt;196,00 ;1;19;01/09/2025;329
37236283;Centro;Entire home/apt;47,00 ;1;19;26/04/2025;214
41578342;Cruz De Humilladero;Entire home/apt;73,00 ;1;17;02/09/2025;365
49046702;Bailen-Miraflores;Entire home/apt;85,00 ;2;1;04/06/2025;157
49205434;Centro;Entire home/apt;73,00 ;1;13;21/03/2025;285
49867799;Centro;Entire home/apt;140,00 ;3;10;30/07/2025;181
50386953;Centro;Entire home/apt;149,00 ;4;13;21/08/2025;50
53521155;Centro;Entire home/apt;139,00 ;1;11;15/08/2025;74
556860677392348000;Centro;Entire home/apt;135,00 ;2;11;20/04/2025;258
676489543180152000;Centro;Entire home/apt;72,00 ;28;9;05/08/2025;194
891269283164290000;Centro;Entire home/apt;88,00 ;4;7;29/08/2025;62
942811723879357000;Centro;Entire home/apt;115,00 ;4;5;21/06/2025;79
975855074509573000;Churriana;Entire home/apt;320,00 ;2;6;06/07/2025;339
979791137362637000;Centro;Entire home/apt;153,00 ;2;6;24/07/2025;247
995807479941132000;Centro;Entire home/apt;107,00 ;3;6;15/09/2025;323
1120158713036280000;Centro;Entire home/apt;59,00 ;1;4;12/06/2025;364
1192756732535990000;Centro;Entire home/apt;74,00 ;1;3;21/08/2025;328
1218649613902420000;Centro;Entire home/apt;33,00 ;14;2;06/03/2025;322
1279494043480180000;Centro;Entire home/apt;69,00 ;1;2;07/02/2025;338
1310864752065320000;Cruz De Humilladero;Entire home/apt;89,00 ;2;2;24/03/2025;128
1350802781277160000;Centro;Entire home/apt;117,00 ;2;1;02/06/2025;67
1366594405840380000;Centro;Entire home/apt;110,00 ;1;1;04/06/2025;43
4964312;Centro;Entire home/apt;81,00 ;5;33;24/09/2025;251
11942914;Teatinos-Universidad;Entire home/apt;72,00 ;10;29;27/08/2025;68
25616043;Cruz De Humilladero;Entire home/apt;150,00 ;7;23;03/08/2025;26
35030090;Centro;Entire home/apt;143,00 ;4;20;03/08/2025;219
35115673;Este;Entire home/apt;80,00 ;2;20;29/08/2025;299
37435853;Teatinos-Universidad;Entire home/apt;54,00 ;10;13;24/08/2025;81
38393829;Centro;Entire home/apt;67,00 ;28;19;01/04/2025;222
44257704;Carretera de Cadiz;Entire home/apt;72,00 ;2;11;25/08/2025;153
49495156;Centro;Entire home/apt;230,00 ;4;13;15/03/2025;247
50619075;Centro;Entire home/apt;70,00 ;2;5;24/06/2025;317
51446000;Centro;Entire home/apt;91,00 ;1;13;27/07/2025;309
552669793475398000;Centro;Private room;88,00 ;1;11;27/03/2025;346
562414550082299000;Centro;Entire home/apt;94,00 ;1;11;30/03/2025;56
572253704901622000;Centro;Entire home/apt;93,00 ;6;11;17/09/2025;268
598459188402895000;Este;Entire home/apt;85,00 ;5;10;22/07/2025;329
670042222709935000;Centro;Entire home/apt;134,00 ;4;10;25/08/2025;113
678985827213084000;Centro;Private room;71,00 ;1;10;14/09/2025;328
690431853701744000;Centro;Entire home/apt;81,00 ;3;10;27/07/2025;333
722531666687905000;Palma-Palmilla;Private room;31,00 ;2;1;09/06/2025;291
728874513305232000;Este;Entire home/apt;70,00 ;7;8;03/08/2025;201
766582975712312000;Centro;Entire home/apt;74,00 ;3;9;29/09/2025;340
969286990277037000;Centro;Entire home/apt;290,00 ;2;5;28/02/2025;353
977439875516639000;Centro;Entire home/apt;67,00 ;28;6;13/09/2025;289
1055080438806210000;Centro;Private room;49,00 ;1;5;25/06/2025;328
1232567881565200000;Centro;Private room;39,00 ;7;3;22/08/2025;303
1257748257162800000;Centro;Entire home/apt;107,00 ;1;3;03/09/2025;10
1257788417306270000;Centro;Entire home/apt;170,00 ;1;3;29/04/2025;78
1303540153036120000;Cruz De Humilladero;Entire home/apt;108,00 ;2;2;18/02/2025;149
1343767867339060000;Carretera de Cadiz;Private room;45,00 ;1;2;01/03/2025;272
1420181703207470000;Cruz De Humilladero;Entire home/apt;119,00 ;1;1;08/06/2025;244
2445809;Este;Entire home/apt;90,00 ;3;31;11/07/2025;339
5216030;Centro;Entire home/apt;74,00 ;5;34;24/08/2025;344
18941925;Centro;Entire home/apt;108,00 ;1;23;16/08/2025;140
20197996;Teatinos-Universidad;Entire home/apt;45,00 ;10;27;30/08/2025;91
28274461;Centro;Entire home/apt;52,00 ;2;23;06/09/2025;250
29984735;Centro;Private room;42,00 ;2;22;28/09/2025;10
30984769;Centro;Entire home/apt;218,00 ;1;21;07/09/2025;194
33213760;Este;Entire home/apt;148,00 ;5;21;09/08/2025;152
36959492;Carretera de Cadiz;Entire home/apt;95,00 ;2;20;30/08/2025;282
41442691;Centro;Entire home/apt;177,00 ;1;18;02/06/2025;32
43994700;Centro;Entire home/apt;127,00 ;1;14;20/07/2025;300
44473122;Centro;Entire home/apt;224,00 ;1;14;27/08/2025;92
48477431;Centro;Entire home/apt;94,00 ;1;13;14/01/2025;212
51943181;Centro;Entire home/apt;165,00 ;2;10;29/08/2025;325
562119252870341000;Cruz De Humilladero;Entire home/apt;81,00 ;1;12;02/01/2025;342
676489169554869000;Centro;Entire home/apt;101,00 ;1;8;07/07/2025;330
826621164500853000;Churriana;Entire home/apt;115,00 ;1;7;05/09/2025;90
854337689092749000;Este;Entire home/apt;95,00 ;1;8;17/08/2025;356
930107515272591000;Carretera de Cadiz;Entire home/apt;55,00 ;1;6;08/06/2025;364
932601816936902000;Centro;Entire home/apt;158,00 ;1;7;24/08/2025;345
934009881845699000;Centro;Entire home/apt;98,00 ;2;7;23/08/2025;164
946342898501790000;Centro;Entire home/apt;88,00 ;3;7;15/08/2025;7
988948046879343000;Carretera de Cadiz;Entire home/apt;300,00 ;4;4;13/07/2025;177
1009170161641260000;Centro;Entire home/apt;128,00 ;1;6;04/08/2025;90
1026595722244970000;Bailen-Miraflores;Entire home/apt;97,00 ;1;6;19/08/2025;300
1064510484870430000;Centro;Entire home/apt;126,00 ;1;5;21/06/2025;137
1086262047663760000;Centro;Entire home/apt;48,00 ;1;5;24/09/2025;324
1097758291585380000;Este;Entire home/apt;165,00 ;1;5;21/03/2025;143
1157406620783000000;Centro;Entire home/apt;90,00 ;2;4;25/08/2025;345
1179760003495750000;Palma-Palmilla;Entire home/apt;142,00 ;2;4;03/01/2025;213
1182336930265720000;Centro;Private room;60,00 ;4;3;21/05/2025;131
1208785030868410000;Centro;Entire home/apt;106,00 ;2;2;27/09/2025;320
1218684701156480000;Centro;Entire home/apt;36,00 ;14;2;06/08/2025;320
1233931361737650000;Carretera de Cadiz;Entire home/apt;88,00 ;2;3;24/06/2025;340
1404833350423830000;Este;Entire home/apt;72,00 ;3;1;13/06/2025;92
1430979106907690000;Carretera de Cadiz;Entire home/apt;65,00 ;1;1;11/06/2025;365
5129075;Este;Entire home/apt;63,00 ;7;34;14/09/2025;317
9026475;Centro;Entire home/apt;109,00 ;1;29;28/09/2025;173
14097693;Centro;Entire home/apt;250,00 ;1;31;27/08/2025;92
17339566;Centro;Entire home/apt;93,00 ;2;29;19/09/2025;146
17583718;Centro;Entire home/apt;67,00 ;1;28;28/08/2025;62
19135247;Centro;Private room;34,00 ;3;28;19/08/2025;319
27052577;Carretera de Cadiz;Entire home/apt;78,00 ;7;21;19/08/2025;195
34324509;Carretera de Cadiz;Entire home/apt;87,00 ;2;21;01/06/2025;69
36626405;Churriana;Entire home/apt;296,00 ;1;20;30/08/2025;226
39355000;Centro;Entire home/apt;53,00 ;2;20;10/07/2025;6
53272508;Carretera de Cadiz;Entire home/apt;189,00 ;1;12;07/08/2025;365
651155406485273000;Centro;Entire home/apt;98,00 ;1;11;27/09/2025;291
658689652846911000;Centro;Entire home/apt;93,00 ;2;11;24/04/2025;300
676004899348595000;Centro;Entire home/apt;86,00 ;28;10;28/07/2025;185
757026323969568000;Centro;Entire home/apt;115,00 ;3;7;17/08/2025;327
770017578593775000;Carretera de Cadiz;Entire home/apt;79,00 ;1;9;06/08/2025;333
777192222753794000;Carretera de Cadiz;Entire home/apt;248,00 ;1;9;10/08/2025;25
861310363901827000;Centro;Private room;74,00 ;1;7;14/08/2025;360
893315848597910000;Centro;Entire home/apt;99,00 ;1;8;09/08/2025;288
940525390618941000;Centro;Entire home/apt;95,00 ;2;7;05/03/2025;220
1032309433665000000;Centro;Entire home/apt;77,00 ;3;4;18/08/2025;258
1044192435540250000;Centro;Entire home/apt;89,00 ;1;6;21/08/2025;102
1091880309775810000;Centro;Entire home/apt;70,00 ;1;4;14/03/2025;365
1097629427687610000;Este;Entire home/apt;90,00 ;1;5;24/08/2025;129
1108489580445710000;Cruz De Humilladero;Entire home/apt;58,00 ;1;5;06/06/2025;150
1124675603748090000;Centro;Entire home/apt;51,00 ;1;5;28/09/2025;365
1126913431081060000;Centro;Entire home/apt;115,00 ;2;5;12/08/2025;321
1150871708191700000;Centro;Entire home/apt;88,00 ;4;2;16/09/2025;325
1173182396470160000;Churriana;Entire home/apt;198,00 ;4;4;23/07/2025;232
1197041990182400000;Centro;Entire home/apt;126,00 ;1;4;07/07/2025;141
1218667437901750000;Centro;Entire home/apt;42,00 ;14;1;17/06/2025;364
1218689665050360000;Centro;Entire home/apt;38,00 ;14;3;16/09/2025;335
1228140755747120000;Centro;Entire home/apt;65,00 ;30;1;14/06/2025;99
1279491620948320000;Centro;Entire home/apt;95,00 ;1;2;16/03/2025;272
1294125468454110000;Centro;Entire home/apt;182,00 ;1;2;12/09/2025;345
1344839666800600000;Este;Entire home/apt;327,00 ;2;1;15/06/2025;264
1349930263755010000;Centro;Entire home/apt;109,00 ;1;2;30/05/2025;57
1354106765161300000;Bailen-Miraflores;Entire home/apt;67,00 ;1;2;17/05/2025;332
1355794820167600000;Centro;Entire home/apt;68,00 ;3;2;03/03/2025;329
19100720;Centro;Entire home/apt;55,00 ;1;15;19/09/2025;283
